2020-10-05 08:01:58,952 DEBUG - (nikko.aratan) - Successfully loaded and updated table
2020-10-05 08:02:09,293 DEBUG - (nikko.aratan) - Successfully loaded and updated table
2020-10-05 08:02:15,923 DEBUG - (nikko.aratan) - Successfully loaded and updated table
2020-10-05 08:02:23,062 DEBUG - (nikko.aratan) - Successfully loaded and updated table
2020-10-05 09:40:07,237 DEBUG - (rock.lim) - Successfully loaded and updated table
2020-10-05 09:40:37,571 DEBUG - (rock.lim) - Successfully loaded and updated table
2020-10-05 10:41:05,579 DEBUG - starting thread (client mode): 0xc3cb63d0L
2020-10-05 10:41:05,579 DEBUG - Local version/idstring: SSH-2.0-paramiko_2.6.0
2020-10-05 10:41:05,621 DEBUG - Remote version/idstring: SSH-2.0-OpenSSH_7.4
2020-10-05 10:41:05,621 INFO - Connected (version 2.0, client OpenSSH_7.4)
2020-10-05 10:41:05,627 DEBUG - kex algos:[u'curve25519-sha256', u'curve25519-sha256@libssh.org', u'ecdh-sha2-nistp256', u'ecdh-sha2-nistp384', u'ecdh-sha2-nistp521', u'diffie-hellman-group-exchange-sha256', u'diffie-hellman-group16-sha512', u'diffie-hellman-group18-sha512', u'diffie-hellman-group-exchange-sha1', u'diffie-hellman-group14-sha256', u'diffie-hellman-group14-sha1', u'diffie-hellman-group1-sha1'] server key:[u'ssh-rsa', u'rsa-sha2-512', u'rsa-sha2-256', u'ecdsa-sha2-nistp256', u'ssh-ed25519'] client encrypt:[u'chacha20-poly1305@openssh.com', u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'aes128-gcm@openssh.com', u'aes256-gcm@openssh.com', u'aes128-cbc', u'aes192-cbc', u'aes256-cbc', u'blowfish-cbc', u'cast128-cbc', u'3des-cbc'] server encrypt:[u'chacha20-poly1305@openssh.com', u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'aes128-gcm@openssh.com', u'aes256-gcm@openssh.com', u'aes128-cbc', u'aes192-cbc', u'aes256-cbc', u'blowfish-cbc', u'cast128-cbc', u'3des-cbc'] client mac:[u'umac-64-etm@openssh.com', u'umac-128-etm@openssh.com', u'hmac-sha2-256-etm@openssh.com', u'hmac-sha2-512-etm@openssh.com', u'hmac-sha1-etm@openssh.com', u'umac-64@openssh.com', u'umac-128@openssh.com', u'hmac-sha2-256', u'hmac-sha2-512', u'hmac-sha1'] server mac:[u'umac-64-etm@openssh.com', u'umac-128-etm@openssh.com', u'hmac-sha2-256-etm@openssh.com', u'hmac-sha2-512-etm@openssh.com', u'hmac-sha1-etm@openssh.com', u'umac-64@openssh.com', u'umac-128@openssh.com', u'hmac-sha2-256', u'hmac-sha2-512', u'hmac-sha1'] client compress:[u'none', u'zlib@openssh.com'] server compress:[u'none', u'zlib@openssh.com'] client lang:[u''] server lang:[u''] kex follows?False
2020-10-05 10:41:05,628 DEBUG - Kex agreed: curve25519-sha256@libssh.org
2020-10-05 10:41:05,628 DEBUG - HostKey agreed: ssh-ed25519
2020-10-05 10:41:05,628 DEBUG - Cipher agreed: aes128-ctr
2020-10-05 10:41:05,628 DEBUG - MAC agreed: hmac-sha2-256
2020-10-05 10:41:05,628 DEBUG - Compression agreed: none
2020-10-05 10:41:05,654 DEBUG - kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
2020-10-05 10:41:05,655 DEBUG - Switch to new keys ...
2020-10-05 10:41:05,681 DEBUG - Adding ssh-ed25519 host key for [58.64.177.149]:28032: 649bfb2ade50b259183468bcc4a641be
2020-10-05 10:41:05,682 DEBUG - Trying discovered key f1e2a20412f7e99b7abdb041b22f15e1 in /root/.ssh/id_rsa
2020-10-05 10:41:05,695 DEBUG - userauth is OK
2020-10-05 10:41:10,748 INFO - Authentication (publickey) successful!
2020-10-05 10:41:10,757 DEBUG - [chan 0] Max packet in: 32768 bytes
2020-10-05 10:41:10,799 DEBUG - Received global request "hostkeys-00@openssh.com"
2020-10-05 10:41:10,799 DEBUG - Rejecting "hostkeys-00@openssh.com" global request from server.
2020-10-05 10:41:10,799 DEBUG - Debug msg: Adding to environment: NAME=argus
2020-10-05 10:41:10,839 DEBUG - [chan 0] Max packet out: 32768 bytes
2020-10-05 10:41:10,839 DEBUG - Secsh channel 0 opened.
2020-10-05 10:41:10,864 DEBUG - [chan 0] Sesch channel 0 request ok
2020-10-05 10:41:10,875 DEBUG - [chan 0] Sesch channel 0 request ok
2020-10-05 10:41:10,875 DEBUG - [chan 1] Max packet in: 32768 bytes
2020-10-05 10:41:10,878 DEBUG - [chan 1] Max packet out: 32768 bytes
2020-10-05 10:41:10,878 DEBUG - Secsh channel 1 opened.
2020-10-05 10:41:10,908 DEBUG - [chan 1] Sesch channel 1 request ok
2020-10-05 10:41:23,846 DEBUG - [chan 2] Max packet in: 32768 bytes
2020-10-05 10:41:23,848 DEBUG - [chan 1] EOF received (1)
2020-10-05 10:41:23,849 DEBUG - [chan 1] EOF sent (1)
2020-10-05 10:41:23,849 DEBUG - [chan 2] Max packet out: 32768 bytes
2020-10-05 10:41:23,849 DEBUG - Secsh channel 2 opened.
2020-10-05 10:41:23,904 DEBUG - [chan 2] Sesch channel 2 request ok
2020-10-05 10:41:23,984 DEBUG - [chan 2] EOF received (2)
2020-10-05 10:41:23,984 DEBUG - [chan 2] EOF sent (2)
2020-10-05 10:41:23,986 DEBUG - EOF in transport thread
2020-10-05 10:41:29,583 DEBUG - starting thread (client mode): 0xc399d7d0L
2020-10-05 10:41:29,583 DEBUG - Local version/idstring: SSH-2.0-paramiko_2.6.0
2020-10-05 10:41:29,622 DEBUG - Remote version/idstring: SSH-2.0-OpenSSH_7.4
2020-10-05 10:41:29,622 INFO - Connected (version 2.0, client OpenSSH_7.4)
2020-10-05 10:41:29,629 DEBUG - kex algos:[u'curve25519-sha256', u'curve25519-sha256@libssh.org', u'ecdh-sha2-nistp256', u'ecdh-sha2-nistp384', u'ecdh-sha2-nistp521', u'diffie-hellman-group-exchange-sha256', u'diffie-hellman-group16-sha512', u'diffie-hellman-group18-sha512', u'diffie-hellman-group-exchange-sha1', u'diffie-hellman-group14-sha256', u'diffie-hellman-group14-sha1', u'diffie-hellman-group1-sha1'] server key:[u'ssh-rsa', u'rsa-sha2-512', u'rsa-sha2-256', u'ecdsa-sha2-nistp256', u'ssh-ed25519'] client encrypt:[u'chacha20-poly1305@openssh.com', u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'aes128-gcm@openssh.com', u'aes256-gcm@openssh.com', u'aes128-cbc', u'aes192-cbc', u'aes256-cbc', u'blowfish-cbc', u'cast128-cbc', u'3des-cbc'] server encrypt:[u'chacha20-poly1305@openssh.com', u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'aes128-gcm@openssh.com', u'aes256-gcm@openssh.com', u'aes128-cbc', u'aes192-cbc', u'aes256-cbc', u'blowfish-cbc', u'cast128-cbc', u'3des-cbc'] client mac:[u'umac-64-etm@openssh.com', u'umac-128-etm@openssh.com', u'hmac-sha2-256-etm@openssh.com', u'hmac-sha2-512-etm@openssh.com', u'hmac-sha1-etm@openssh.com', u'umac-64@openssh.com', u'umac-128@openssh.com', u'hmac-sha2-256', u'hmac-sha2-512', u'hmac-sha1'] server mac:[u'umac-64-etm@openssh.com', u'umac-128-etm@openssh.com', u'hmac-sha2-256-etm@openssh.com', u'hmac-sha2-512-etm@openssh.com', u'hmac-sha1-etm@openssh.com', u'umac-64@openssh.com', u'umac-128@openssh.com', u'hmac-sha2-256', u'hmac-sha2-512', u'hmac-sha1'] client compress:[u'none', u'zlib@openssh.com'] server compress:[u'none', u'zlib@openssh.com'] client lang:[u''] server lang:[u''] kex follows?False
2020-10-05 10:41:29,629 DEBUG - Kex agreed: curve25519-sha256@libssh.org
2020-10-05 10:41:29,629 DEBUG - HostKey agreed: ssh-ed25519
2020-10-05 10:41:29,629 DEBUG - Cipher agreed: aes128-ctr
2020-10-05 10:41:29,629 DEBUG - MAC agreed: hmac-sha2-256
2020-10-05 10:41:29,629 DEBUG - Compression agreed: none
2020-10-05 10:41:29,652 DEBUG - kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
2020-10-05 10:41:29,652 DEBUG - Switch to new keys ...
2020-10-05 10:41:29,685 DEBUG - Adding ssh-ed25519 host key for [58.64.177.149]:28032: 649bfb2ade50b259183468bcc4a641be
2020-10-05 10:41:29,686 DEBUG - Trying discovered key f1e2a20412f7e99b7abdb041b22f15e1 in /root/.ssh/id_rsa
2020-10-05 10:41:29,693 DEBUG - userauth is OK
2020-10-05 10:41:35,746 INFO - Authentication (publickey) successful!
2020-10-05 10:41:35,753 DEBUG - [chan 0] Max packet in: 32768 bytes
2020-10-05 10:41:35,775 DEBUG - Received global request "hostkeys-00@openssh.com"
2020-10-05 10:41:35,776 DEBUG - Rejecting "hostkeys-00@openssh.com" global request from server.
2020-10-05 10:41:35,776 DEBUG - Debug msg: Adding to environment: NAME=argus
2020-10-05 10:41:35,815 DEBUG - [chan 0] Max packet out: 32768 bytes
2020-10-05 10:41:35,816 DEBUG - Secsh channel 0 opened.
2020-10-05 10:41:35,824 DEBUG - [chan 0] Sesch channel 0 request ok
2020-10-05 10:41:35,838 DEBUG - [chan 0] Sesch channel 0 request ok
2020-10-05 10:41:35,839 DEBUG - [chan 1] Max packet in: 32768 bytes
2020-10-05 10:41:35,841 DEBUG - [chan 1] Max packet out: 32768 bytes
2020-10-05 10:41:35,841 DEBUG - Secsh channel 1 opened.
2020-10-05 10:41:35,864 DEBUG - [chan 1] Sesch channel 1 request ok
2020-10-05 10:41:43,587 DEBUG - [chan 2] Max packet in: 32768 bytes
2020-10-05 10:41:43,589 DEBUG - [chan 1] EOF received (1)
2020-10-05 10:41:43,590 DEBUG - [chan 1] EOF sent (1)
2020-10-05 10:41:43,590 DEBUG - [chan 2] Max packet out: 32768 bytes
2020-10-05 10:41:43,590 DEBUG - Secsh channel 2 opened.
2020-10-05 10:41:43,648 DEBUG - [chan 2] Sesch channel 2 request ok
2020-10-05 10:41:43,726 DEBUG - [chan 2] EOF received (2)
2020-10-05 10:41:43,727 DEBUG - [chan 2] EOF sent (2)
2020-10-05 10:41:43,727 DEBUG - EOF in transport thread
2020-10-05 12:03:41,924 DEBUG - starting thread (client mode): 0xc35e91d0L
2020-10-05 12:03:41,925 DEBUG - Local version/idstring: SSH-2.0-paramiko_2.6.0
2020-10-05 12:03:59,121 ERROR - Exception: Error reading SSH protocol banner
2020-10-05 12:03:59,122 ERROR - Traceback (most recent call last):
2020-10-05 12:03:59,123 ERROR -   File "/app/argus_final/venv/lib/python2.7/site-packages/paramiko/transport.py", line 2039, in run
2020-10-05 12:03:59,123 ERROR -     self._check_banner()
2020-10-05 12:03:59,123 ERROR -   File "/app/argus_final/venv/lib/python2.7/site-packages/paramiko/transport.py", line 2216, in _check_banner
2020-10-05 12:03:59,123 ERROR -     "Error reading SSH protocol banner" + str(e)
2020-10-05 12:03:59,123 ERROR - SSHException: Error reading SSH protocol banner
2020-10-05 12:03:59,123 ERROR - 
2020-10-05 12:27:24,013 DEBUG - (terrytang) - Successfully loaded and updated table
2020-10-05 13:12:12,602 DEBUG - starting thread (client mode): 0xc4524910L
2020-10-05 13:12:12,602 DEBUG - Local version/idstring: SSH-2.0-paramiko_2.6.0
2020-10-05 13:12:27,607 ERROR - Exception: Error reading SSH protocol banner
2020-10-05 13:12:27,608 ERROR - Traceback (most recent call last):
2020-10-05 13:12:27,608 ERROR -   File "/app/argus_final/venv/lib/python2.7/site-packages/paramiko/transport.py", line 2039, in run
2020-10-05 13:12:27,608 ERROR -     self._check_banner()
2020-10-05 13:12:27,608 ERROR -   File "/app/argus_final/venv/lib/python2.7/site-packages/paramiko/transport.py", line 2216, in _check_banner
2020-10-05 13:12:27,608 ERROR -     "Error reading SSH protocol banner" + str(e)
2020-10-05 13:12:27,609 ERROR - SSHException: Error reading SSH protocol banner
2020-10-05 13:12:27,609 ERROR - 
2020-10-05 13:16:41,477 DEBUG - starting thread (client mode): 0xc3955910L
2020-10-05 13:16:41,478 DEBUG - Local version/idstring: SSH-2.0-paramiko_2.6.0
2020-10-05 13:16:41,626 DEBUG - Remote version/idstring: SSH-2.0-OpenSSH_7.4
2020-10-05 13:16:41,627 INFO - Connected (version 2.0, client OpenSSH_7.4)
